Drift report: ad_Kite_OLAF vs NREL r-test reference
Generated: 2026-04-21T02:27:32Z
Platform: NAME="Ubuntu"

Our output: /workspace/openfast/build/modules/aerodyn/baseline_gen_ad_Kite_OLAF/ad_driver.outb
NREL ref:   /workspace/openfast/build/modules/aerodyn/baseline_gen_ad_Kite_OLAF/ad_driver_nrel_ref.outb
Array shape: (50, 433) (timesteps, channels) = 21650 values

Bit-identical:                  11800 / 21650 (54.50%)
Within 1e-5 rel:                19683 / 21650 (90.91%)
Within 1e-5 rel OR 1e-6 abs:    21491 / 21650 (99.27%)
Max abs difference:            2.792824e-02
Max rel difference:            1.274671e-02

Per-channel drift (non-zero channels only):
  AB1N022STVz            (m/s     )  abs=1.285e-07  rel=1.580e-08  at t_idx=35
  AB1N023STVz            (m/s     )  abs=1.285e-07  rel=1.580e-08  at t_idx=35
  AB1N025STVz            (m/s     )  abs=1.285e-07  rel=1.580e-08  at t_idx=35
  AB1N027STVz            (m/s     )  abs=1.285e-07  rel=1.580e-08  at t_idx=35
  AB1N024STVz            (m/s     )  abs=1.285e-07  rel=1.580e-08  at t_idx=35
  AB1N032STVz            (m/s     )  abs=1.259e-07  rel=3.002e-08  at t_idx=33
  AB1N009STVz            (m/s     )  abs=1.259e-07  rel=3.002e-08  at t_idx=33
  AB1N026Cl              (-       )  abs=1.203e-07  rel=5.308e-08  at t_idx=6
  AB1N015Cl              (-       )  abs=1.203e-07  rel=5.308e-08  at t_idx=6
  AB1N038Cl              (-       )  abs=1.167e-07  rel=1.484e-07  at t_idx=0
  AB1N003Cl              (-       )  abs=1.167e-07  rel=1.484e-07  at t_idx=0
  AB1N009STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N015STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N021STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N020STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N019STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N018STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N017STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N016STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N014STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N007STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N013STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N012STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N011STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N010STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N006STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N005STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N004STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N003STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N002STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N022STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N026STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N023STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N024STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N008STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N040STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N039STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N038STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N037STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N036STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N035STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N034STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N033STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N032STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N031STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N030STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N029STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N028STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N027STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N025STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N001STVx            (m/s     )  abs=9.326e-08  rel=9.277e-09  at t_idx=0
  AB1N025Cd              (-       )  abs=9.286e-08  rel=9.178e-08  at t_idx=8
